1,0.37999305
9,1.34167437
13,2.15718674
17,3.40847393
18,3.66667019
21,4.16279926
23,4.16829596
25,4.77961501
26,4.95473591
28,5.22372547
29,5.42166177
31,5.66660415
32,5.85549582
33,6.06188250
36,6.38620796
37,6.62515966
38,6.74658435
40,6.94594081
41,7.01123414
46,7.49399280
48,7.70578914
50,7.90166175
51,8.00240295
53,8.13473648
54,8.24988170
55,8.32567476
56,8.38342211
59,8.70060893
62,8.82542285
69,9.24105698
70,9.27442280
72,9.34180230
81,9.71375690
82,9.73428141
83,9.73442595
85,9.83642286
86,9.87378666
89,9.82855083
95,9.82334718
96,9.82208076
98,9.80464298
100,9.76300706
102,9.75690245
103,9.70956997
104,9.58567196
107,9.50556767
108,9.46289156
109,9.37773986
110,9.25646523
111,9.19685418
112,9.17534357
116,9.11401001
118,9.01826857
120,8.85438372
121,8.81202030
128,8.23075366
129,8.17774696
130,8.10736877
132,8.09737306
135,8.86720043
137,7.61998884
138,7.58091361
139,7.53549341
140,7.51608498
142,7.25312600
143,7.21869344
144,6.99718032
146,6.81619756
148,6.66098661
151,6.39070410
152,6.25446304
153,6.15411809
154,5.75849215
155,5.56715412
159,5.01248662
161,4.62271734
162,4.44887535
163,4.27615945
165,3.75407894
167,3.53977978
168,3.42501483
177,0.30280233
196,0.10009841
197,0.12841249
198,0.30777832
200,1.07273983
201,1.37175661
203,1.83566379
207,1.93947516
209,1.75770502
210,1.36396769
211,1.37830995
212,1.39683385
213,1.48850847
217,1.90292218
220,2.08545414
221,1.85430541
225,2.14653806
230,1.85979347
235,2.05947567
237,1.96454058
241,2.08348774
242,2.11450611
243,2.33442756
244,2.74249612
246,2.41286602
250,2.45239210
251,2.45935957
252,2.42226912
255,2.44648981
256,2.94157221
260,2.55454252
263,2.16998853
264,2.18314597
265,2.22018223
266,2.18017811
268,2.26616823
271,2.47959184
272,2.37441387
276,2.56415278
277,2.64141279
278,2.33465367
279,2.35567263
282,2.74887054
284,3.42246870
289,3.86216816
291,2.38002818
292,2.30878697
298,2.10358164
300,2.33644590
301,2.71242497
304,2.63854761
305,2.60812457
307,3.55604055
308,8.94615925
310,10.54767271
312,9.69110048
313,9.24779879
315,8.96215604
320,8.58162548
324,7.40544969
326,8.30381786
327,8.27363778
329,7.16334743
332,7.57430648
336,6.55666027
337,7.04426521
340,6.56360562
342,6.21146492
343,6.04870298
344,5.89103346
345,5.62390505
347,5.13634140
349,4.96220298
350,4.82468586
351,4.50012884
355,4.08527561
356,3.93099403
358,3.39853873
359,3.20081649
362,2.59555653
363,2.22072914
366,0.33309927
392,2.22212096
394,2.58556361
397,3.80042259
398,4.00283148
403,5.05054175
406,5.43283780
407,5.53585267
408,5.64808355
410,5.99431429
415,6.66033307
416,6.74246802
417,6.83073035
418,6.84935560
