1,0.37999305
9,1.27444106
13,2.14566492
17,3.42077497
18,3.65959981
21,4.14100822
23,4.18431163
25,4.80628420
26,4.96487840
28,5.18645453
29,5.39664123
31,5.65230601
32,5.87602056
33,6.05277595
36,6.41770122
37,6.59701906
38,6.75213370
40,6.98011505
41,7.03693357
46,7.49491153
48,7.71419610
50,7.90545592
51,7.99785735
53,8.13148847
54,8.23072281
55,8.30333932
56,8.35743840
59,8.69743858
62,8.82210876
69,9.23829067
70,9.27116929
72,9.35482228
81,9.69737632
82,9.72184861
83,9.71731032
85,9.83640505
86,9.86008993
89,9.81031847
95,9.82806527
96,9.81924171
98,9.80458761
100,9.75589962
102,9.72180653
103,9.71853936
104,9.62874512
107,9.51957677
108,9.47013343
109,9.38295170
110,9.26667836
111,9.22494018
112,9.17620097
116,9.10699779
118,9.02400960
120,8.86525717
121,8.80667226
128,8.25321273
129,8.21010411
130,8.09996906
132,8.09578699
135,8.32633911
137,7.60161951
138,7.55014590
139,7.53462348
140,7.49146537
142,7.23572409
143,7.19951500
144,7.02569951
146,6.81209901
148,6.67841126
151,6.35881982
152,6.25637342
153,6.16601126
154,5.75487617
155,5.58739943
159,5.05026429
161,4.63166393
162,4.49585688
163,4.28886646
165,3.76754195
167,3.51595014
168,3.38891838
177,0.32163977
196,0.12089646
197,0.17264770
198,0.32828182
200,1.06500043
201,1.43708249
203,1.78831935
207,1.93222881
209,1.75049965
210,1.35673270
211,1.38281085
212,1.40647172
213,1.47271975
217,1.94338772
220,2.05522222
221,1.87698664
225,2.13754143
230,1.88156787
235,2.06164895
237,1.93332698
241,2.08994657
242,2.12116532
243,2.36161841
244,2.75454304
246,2.42606262
250,2.45503178
251,2.45052408
252,2.40850882
255,2.44075841
256,2.94885043
260,2.53752724
263,2.16228495
264,2.18177796
265,2.20946307
266,2.18656679
268,2.27451278
271,2.47211521
272,2.36420700
276,2.61209492
277,2.69262926
278,2.34641214
279,2.35654696
282,2.73356338
284,3.43033131
289,3.88081616
291,2.39914916
292,2.33066429
298,2.14223225
300,2.35870796
301,2.69666500
304,2.62610769
305,2.63293317
307,3.64618869
308,9.09470507
310,10.54515880
312,9.68258233
313,9.29432087
315,8.98221448
320,8.62241138
324,7.32820525
326,8.31105834
327,8.25979868
329,7.22799156
332,7.53496636
336,6.69983410
337,7.12321978
340,6.54923225
342,6.20978685
343,6.01632542
344,5.91874714
345,5.65944802
347,5.20450117
349,4.97092962
350,4.85996576
351,4.51614107
355,4.10684058
356,3.93631193
358,3.42132823
359,3.20928141
362,2.59709717
363,2.26176587
366,0.32307707
392,2.28281385
394,2.59948940
397,3.77142716
398,4.00153243
403,5.05354184
406,5.41789768
407,5.53416099
408,5.64105326
410,5.98609054
415,6.66278138
416,6.72014706
417,6.81541224
418,6.85261316
419,6.99232869
420,7.16243010
421,7.24996470
428,7.99838031
430,8.18854941
431,8.23830628
432,8.28411024
437,8.69019561
439,8.75562393
441,8.89109719
442,8.92958086
443,8.99695317
444,9.02867576
445,9.11264779
448,9.25633021
449,9.27691916
451,9.35279752
453,9.49682664
457,9.62431898
458,9.60869424
459,9.61131618
461,9.62262977
464,9.65249857
465,9.64881862
468,9.68170919
470,9.65853099
471,9.65503670
472,9.66457989
473,9.65849122
474,9.66899655
475,9.63414822
477,9.57425805
478,9.58180259
481,9.51102407
482,9.49198284
483,9.46893534
484,9.48088639
486,9.35485235
487,9.32881981
489,9.29748013
492,9.11452149
493,9.02565134
496,8.90668817
499,8.67570625
501,8.64036591
507,8.15202382
514,7.55221635
516,7.34855877
519,7.22634314
520,7.25835680
525,6.62952934
529,6.02180194
530,5.97236487
531,5.80647426
533,5.58759577
535,5.17724539
538,4.90507870
539,4.81158237
541,4.24760871
543,5.04496169
544,4.07867983
545,3.90632731
549,2.98814036
552,2.27928881
553,1.87760309
554,1.10675623
555,0.49102901
577,0.02580498
578,0.03297242
579,0.11471271
580,0.14331076
581,0.18110510
588,0.29186543
590,0.34687626
591,1.82212192
593,2.10302192
594,1.45765265
595,1.62428891
597,0.47207265
598,0.48033894
600,0.52239037
602,0.61826253
603,0.70023369
604,0.77420873
605,0.85320892
606,0.85450640
607,0.90425994
609,0.90680190
612,0.91024975
613,0.92453596
615,0.96647629
618,1.12788509
621,1.20255382
622,1.20598434
624,1.23875961
626,1.31977888
628,1.35067356
630,1.36726417
631,1.45452492
634,1.86147894
635,1.96690900
638,2.06797735
639,2.13009301
641,2.28104399
642,2.41920500
644,2.68307137
645,2.53161328
646,2.48610295
647,2.50914637
650,2.63224735
651,2.88844592
654,3.79617908
655,4.20487947
657,4.73823581
659,4.88752185
660,4.89884487
666,3.91567020
667,4.04233629
668,3.88056498
671,4.92119112
673,5.59374257
674,5.14778124
675,5.02271259
677,4.17396791
678,4.30734582
680,4.63362665
681,4.34378242
682,5.93829328
684,6.39130691
687,7.36956369
688,7.04346036
689,5.60338128
690,4.76738196
691,4.16253056
693,4.73731151
695,4.84874416
699,3.58105961
700,3.44924035
703,2.78442390
704,3.07039107
705,2.90721614
708,1.95070806
710,1.73528295
711,1.63780767
713,1.44965667
714,1.45900845
716,1.39727319
719,1.74545885
720,1.70456374
721,1.60438388
723,1.18717619
727,0.91622120
732,0.63212055
736,0.44177201
737,1.68274196
739,0.29395433
740,0.22655161
741,0.14746323
746,0.09523389
759,0.06124791
760,0.07217309
762,0.23031373
767,0.44702111
768,0.55867710
773,0.78498754
776,1.26407143
777,1.47734935
781,2.79629506
782,2.82380725
785,2.73943201
787,3.65651088
788,4.11541665
790,4.95814878
791,5.05135847
792,5.35688770
796,6.62375575
797,6.46570408
799,7.19693434
800,7.32908426
801,7.50536696
807,8.14984207
808,7.81120152
809,6.35222571
811,7.70618611
812,7.87940776
813,8.67365844
815,8.71061694
820,9.20038508
821,9.19817281
822,9.31708433
823,9.39838049
825,9.40819576
826,9.35760083
831,9.51867008
834,9.69756221
835,9.63638926
837,9.56399451
840,9.72385978
841,9.70795695
842,9.72444078
843,9.70348281
845,9.79145464
847,9.75033322
849,9.74907531
854,9.63989274
856,9.58045825
857,9.54546477
858,9.55004044
859,9.55460957
860,9.51499879
862,9.40328394
864,9.24624591
866,9.13772199
867,9.10798670
872,8.79489321
873,8.76531936
874,8.71163611
875,8.69399429
879,8.27805385
882,8.13538345
884,8.02983784
885,7.94891679
886,7.80577124
887,7.75549011
889,7.41806449
890,7.36376047
891,7.32781643
892,7.18876552
894,6.92544299
897,6.66406623
898,6.57701043
902,6.02483801
905,5.80862717
906,5.51507518
907,5.41187541
908,5.31676115
909,5.06673128
910,4.87399134
913,4.00284256
914,3.97387127
916,3.70531951
918,3.25287306
919,3.19611311
920,3.01728024
921,2.87969727
922,2.65388105
923,2.28520619
924,2.09677181
927,0.71280620
940,0.37999305
947,0.08905182
948,2.01577054
950,0.80946728
951,1.27061932
958,2.48208597
959,2.29405616
961,1.75362820
963,2.15182192
964,2.39212530
965,2.53558137
966,2.86726858
967,3.27145157
968,3.80029611
970,3.97873935
971,3.99411693
972,3.47322795
974,4.01999674
976,3.21950330
977,3.50687707
979,4.30728408
983,5.79498011
986,6.53578247
987,6.99213677
989,3.95360704
990,3.55377996
992,4.58076620
993,4.50065371
994,3.46995583
995,3.02823272
996,2.73633663
1005,3.53762758
1007,5.72970722
1009,2.73209626
1011,1.54915025
1018,1.76919859
1020,1.50169160
1021,1.14886050
